one.minus.specificity,sensitivity,fold
0.16516517,0.84166667,5
0.16616617,0.84166667,5
0.16716717,0.84166667,5
0.16816817,0.84166667,5
0.16916917,0.84166667,5
0.17017017,0.84166667,5
0.17117117,0.84166667,5
0.17217217,0.84166667,5
0.17317317,0.84166667,5
0.17417417,0.84166667,5
0.17517518,0.84166667,5
0.17617618,0.84166667,5
0.17717718,0.84166667,5
0.17817818,0.84166667,5
0.17917918,0.84166667,5
0.18018018,0.84166667,5
0.18118118,0.84166667,5
0.18218218,0.84166667,5
0.18318318,0.84166667,5
0.18418418,0.84166667,5
0.18518519,0.84166667,5
0.18618619,0.84166667,5
0.18718719,0.84166667,5
0.18818819,0.84166667,5
0.18918919,0.84166667,5
0.19019019,0.84166667,5
0.19119119,0.84166667,5
0.19219219,0.84166667,5
0.19319319,0.85833333,5
0.19419419,0.85833333,5
0.19519520,0.85833333,5
0.19619620,0.85833333,5
0.19719720,0.85833333,5
0.19819820,0.85833333,5
0.19919920,0.85833333,5
0.20020020,0.85833333,5
0.20120120,0.85833333,5
0.20220220,0.85833333,5
0.20320320,0.85833333,5
0.20420420,0.85833333,5
0.20520521,0.85833333,5
0.20620621,0.85833333,5
0.20720721,0.85833333,5
0.20820821,0.85833333,5
0.20920921,0.85833333,5
0.21021021,0.85833333,5
0.21121121,0.85833333,5
0.21221221,0.85833333,5
0.21321321,0.85833333,5
0.21421421,0.85833333,5
0.21521522,0.85833333,5
0.21621622,0.85833333,5
0.21721722,0.85833333,5
0.21821822,0.85833333,5
0.21921922,0.85833333,5
0.22022022,0.85833333,5
0.22122122,0.85833333,5
0.22222222,0.85833333,5
0.22322322,0.85833333,5
0.22422422,0.85833333,5
0.22522523,0.85833333,5
0.22622623,0.85833333,5
0.22722723,0.85833333,5
0.22822823,0.85833333,5
0.22922923,0.85833333,5
0.23023023,0.85833333,5
0.23123123,0.85833333,5
0.23223223,0.85833333,5
0.23323323,0.85833333,5
0.23423423,0.85833333,5
0.23523524,0.85833333,5
0.23623624,0.85833333,5
0.23723724,0.85833333,5
0.23823824,0.85833333,5
0.23923924,0.85833333,5
0.24024024,0.85833333,5
0.24124124,0.85833333,5
0.24224224,0.85833333,5
0.24324324,0.85833333,5
0.24424424,0.85833333,5
0.24524525,0.85833333,5
0.24624625,0.85833333,5
0.24724725,0.85833333,5
0.24824825,0.85833333,5
0.24924925,0.85833333,5
0.25025025,0.85833333,5
0.25125125,0.85833333,5
0.25225225,0.85833333,5
0.25325325,0.85833333,5
0.25425425,0.85833333,5
0.25525526,0.85833333,5
0.25625626,0.85833333,5
0.25725726,0.85833333,5
0.25825826,0.85833333,5
0.25925926,0.85833333,5
0.26026026,0.85833333,5
0.26126126,0.85833333,5
0.26226226,0.85833333,5
0.26326326,0.85833333,5
0.26426426,0.85833333,5
0.26526527,0.85833333,5
0.26626627,0.85833333,5
0.26726727,0.85833333,5
0.26826827,0.85833333,5
0.26926927,0.85833333,5
0.27027027,0.85833333,5
0.27127127,0.85833333,5
0.27227227,0.85833333,5
0.27327327,0.85833333,5
0.27427427,0.85833333,5
0.27527528,0.85833333,5
0.27627628,0.85833333,5
0.27727728,0.85833333,5
0.27827828,0.85833333,5
0.27927928,0.85833333,5
0.28028028,0.85833333,5
0.28128128,0.85833333,5
0.28228228,0.85833333,5
0.28328328,0.85833333,5
0.28428428,0.85833333,5
0.28528529,0.85833333,5
0.28628629,0.85833333,5
0.28728729,0.85833333,5
0.28828829,0.85833333,5
0.28928929,0.85833333,5
0.29029029,0.85833333,5
0.29129129,0.85833333,5
0.29229229,0.85833333,5
0.29329329,0.85833333,5
0.29429429,0.85833333,5
0.29529530,0.85833333,5
0.29629630,0.85833333,5
0.29729730,0.85833333,5
0.29829830,0.85833333,5
0.29929930,0.85833333,5
0.30030030,0.85833333,5
0.30130130,0.85833333,5
0.30230230,0.85833333,5
0.30330330,0.85833333,5
0.30430430,0.85833333,5
0.30530531,0.85833333,5
0.30630631,0.85833333,5
0.30730731,0.85833333,5
0.30830831,0.91666667,5
0.30930931,0.91666667,5
0.31031031,0.91666667,5
0.31131131,0.91666667,5
0.31231231,0.91666667,5
0.31331331,0.91666667,5
0.31431431,0.91666667,5
0.31531532,0.91666667,5
0.31631632,0.91666667,5
0.31731732,0.91666667,5
0.31831832,0.91666667,5
0.31931932,0.91666667,5
0.32032032,0.91666667,5
0.32132132,0.91666667,5
0.32232232,0.91666667,5
0.32332332,0.91666667,5
0.32432432,0.91666667,5
0.32532533,0.91666667,5
0.32632633,0.91666667,5
0.32732733,0.91666667,5
0.32832833,0.91666667,5
0.32932933,0.91666667,5
0.33033033,0.91666667,5
0.33133133,0.91666667,5
0.33233233,0.91666667,5
0.33333333,0.91666667,5
0.33433433,0.91666667,5
0.33533534,0.91666667,5
0.33633634,0.91666667,5
0.33733734,0.91666667,5
0.33833834,0.91666667,5
0.33933934,0.91666667,5
0.34034034,0.91666667,5
0.34134134,0.91666667,5
0.34234234,0.91666667,5
0.34334334,0.91666667,5
0.34434434,0.91666667,5
0.34534535,0.91666667,5
0.34634635,0.92500000,5
0.34734735,0.92500000,5
0.34834835,0.92500000,5
0.34934935,0.92500000,5
0.35035035,0.92500000,5
0.35135135,0.92500000,5
0.35235235,0.92500000,5
0.35335335,0.92500000,5
0.35435435,0.92500000,5
0.35535536,0.92500000,5
0.35635636,0.92500000,5
0.35735736,0.92500000,5
0.35835836,0.92500000,5
0.35935936,0.92500000,5
0.36036036,0.92500000,5
0.36136136,0.92500000,5
0.36236236,0.92500000,5
0.36336336,0.92500000,5
0.36436436,0.92500000,5
0.36536537,0.92500000,5
0.36636637,0.92500000,5
0.36736737,0.92500000,5
0.36836837,0.92500000,5
0.36936937,0.92500000,5
0.37037037,0.92500000,5
0.37137137,0.92500000,5
0.37237237,0.92500000,5
0.37337337,0.92500000,5
0.37437437,0.92500000,5
0.37537538,0.92500000,5
0.37637638,0.92500000,5
0.37737738,0.92500000,5
0.37837838,0.92500000,5
0.37937938,0.92500000,5
0.38038038,0.92500000,5
0.38138138,0.92500000,5
0.38238238,0.92500000,5
0.38338338,0.92500000,5
0.38438438,0.92500000,5
0.38538539,0.94166667,5
0.38638639,0.94166667,5
0.38738739,0.94166667,5
0.38838839,0.94166667,5
0.38938939,0.94166667,5
0.39039039,0.94166667,5
0.39139139,0.94166667,5
0.39239239,0.94166667,5
0.39339339,0.94166667,5
0.39439439,0.94166667,5
0.39539540,0.94166667,5
0.39639640,0.94166667,5
0.39739740,0.94166667,5
0.39839840,0.94166667,5
0.39939940,0.94166667,5
0.40040040,0.94166667,5
0.40140140,0.94166667,5
0.40240240,0.94166667,5
0.40340340,0.94166667,5
0.40440440,0.94166667,5
0.40540541,0.94166667,5
0.40640641,0.94166667,5
0.40740741,0.94166667,5
0.40840841,0.94166667,5
0.40940941,0.94166667,5
0.41041041,0.94166667,5
0.41141141,0.94166667,5
0.41241241,0.94166667,5
0.41341341,0.94166667,5
0.41441441,0.94166667,5
0.41541542,0.94166667,5
0.41641642,0.94166667,5
0.41741742,0.94166667,5
0.41841842,0.94166667,5
0.41941942,0.94166667,5
0.42042042,0.94166667,5
0.42142142,0.94166667,5
0.42242242,0.94166667,5
0.42342342,0.95000000,5
0.42442442,0.95000000,5
0.42542543,0.95000000,5
0.42642643,0.95000000,5
0.42742743,0.95000000,5
0.42842843,0.95000000,5
0.42942943,0.95000000,5
0.43043043,0.95000000,5
0.43143143,0.95000000,5
0.43243243,0.95000000,5
0.43343343,0.95000000,5
0.43443443,0.95000000,5
0.43543544,0.95000000,5
0.43643644,0.95000000,5
0.43743744,0.95000000,5
0.43843844,0.95000000,5
0.43943944,0.95000000,5
0.44044044,0.95000000,5
0.44144144,0.95000000,5
0.44244244,0.95000000,5
0.44344344,0.95000000,5
0.44444444,0.95000000,5
0.44544545,0.95000000,5
0.44644645,0.95000000,5
0.44744745,0.95000000,5
0.44844845,0.95000000,5
0.44944945,0.95000000,5
0.45045045,0.95000000,5
0.45145145,0.95000000,5
0.45245245,0.95000000,5
0.45345345,0.95000000,5
0.45445445,0.95000000,5
0.45545546,0.95000000,5
0.45645646,0.95000000,5
0.45745746,0.95000000,5
0.45845846,0.95000000,5
0.45945946,0.95000000,5
0.46046046,0.95000000,5
0.46146146,0.95000000,5
0.46246246,0.95000000,5
0.46346346,0.95000000,5
0.46446446,0.95000000,5
0.46546547,0.95000000,5
0.46646647,0.95000000,5
0.46746747,0.95000000,5
0.46846847,0.95000000,5
0.46946947,0.95000000,5
0.47047047,0.95000000,5
0.47147147,0.95000000,5
0.47247247,0.95000000,5
0.47347347,0.95000000,5
0.47447447,0.95000000,5
0.47547548,0.95000000,5
0.47647648,0.95000000,5
0.47747748,0.95000000,5
0.47847848,0.95000000,5
0.47947948,0.95000000,5
0.48048048,0.95000000,5
0.48148148,0.95000000,5
0.48248248,0.95000000,5
0.48348348,0.95000000,5
0.48448448,0.95000000,5
0.48548549,0.95000000,5
0.48648649,0.95000000,5
0.48748749,0.95000000,5
0.48848849,0.95000000,5
0.48948949,0.95000000,5
0.49049049,0.95000000,5
0.49149149,0.95000000,5
0.49249249,0.95000000,5
0.49349349,0.95000000,5
0.49449449,0.95000000,5
0.49549550,0.95000000,5
0.49649650,0.95000000,5
0.49749750,0.95000000,5
0.49849850,0.95000000,5
0.49949950,0.95000000,5
0.50050050,0.95000000,5
0.50150150,0.95000000,5
0.50250250,0.95000000,5
0.50350350,0.95000000,5
0.50450450,0.95000000,5
0.50550551,0.95000000,5
0.50650651,0.95000000,5
0.50750751,0.95000000,5
0.50850851,0.95000000,5
0.50950951,0.95000000,5
0.51051051,0.95000000,5
0.51151151,0.95000000,5
0.51251251,0.95000000,5
0.51351351,0.95000000,5
0.51451451,0.95000000,5
0.51551552,0.95000000,5
0.51651652,0.95000000,5
0.51751752,0.95000000,5
0.51851852,0.95000000,5
0.51951952,0.95000000,5
0.52052052,0.95000000,5
0.52152152,0.95000000,5
0.52252252,0.95000000,5
0.52352352,0.95000000,5
0.52452452,0.95000000,5
0.52552553,0.95000000,5
0.52652653,0.95000000,5
0.52752753,0.95000000,5
0.52852853,0.95000000,5
0.52952953,0.95000000,5
0.53053053,0.95000000,5
0.53153153,0.95000000,5
0.53253253,0.95000000,5
0.53353353,0.95000000,5
0.53453453,0.95000000,5
0.53553554,0.95000000,5
0.53653654,0.95000000,5
0.53753754,0.95000000,5
0.53853854,0.96666667,5
0.53953954,0.96666667,5
0.54054054,0.96666667,5
0.54154154,0.96666667,5
0.54254254,0.96666667,5
0.54354354,0.96666667,5
0.54454454,0.96666667,5
0.54554555,0.96666667,5
0.54654655,0.96666667,5
0.54754755,0.96666667,5
0.54854855,0.96666667,5
0.54954955,0.96666667,5
0.55055055,0.96666667,5
0.55155155,0.96666667,5
0.55255255,0.96666667,5
0.55355355,0.96666667,5
0.55455455,0.96666667,5
0.55555556,0.96666667,5
0.55655656,0.96666667,5
0.55755756,0.96666667,5
0.55855856,0.96666667,5
0.55955956,0.96666667,5
0.56056056,0.96666667,5
0.56156156,0.96666667,5
0.56256256,0.96666667,5
0.56356356,0.96666667,5
0.56456456,0.96666667,5
0.56556557,0.96666667,5
0.56656657,0.96666667,5
0.56756757,0.96666667,5
0.56856857,0.96666667,5
0.56956957,0.96666667,5
0.57057057,0.96666667,5
0.57157157,0.96666667,5
0.57257257,0.96666667,5
0.57357357,0.96666667,5
0.57457457,0.96666667,5
0.57557558,0.96666667,5
0.57657658,0.96666667,5
0.57757758,0.96666667,5
0.57857858,0.96666667,5
0.57957958,0.96666667,5
0.58058058,0.96666667,5
0.58158158,0.96666667,5
0.58258258,0.96666667,5
0.58358358,0.96666667,5
0.58458458,0.96666667,5
0.58558559,0.96666667,5
0.58658659,0.96666667,5
0.58758759,0.96666667,5
0.58858859,0.96666667,5
0.58958959,0.96666667,5
0.59059059,0.96666667,5
0.59159159,0.96666667,5
0.59259259,0.96666667,5
0.59359359,0.96666667,5
0.59459459,0.96666667,5
0.59559560,0.96666667,5
0.59659660,0.96666667,5
0.59759760,0.96666667,5
0.59859860,0.96666667,5
0.59959960,0.96666667,5
0.60060060,0.96666667,5
0.60160160,0.96666667,5
0.60260260,0.96666667,5
0.60360360,0.96666667,5
0.60460460,0.96666667,5
0.60560561,0.96666667,5
0.60660661,0.96666667,5
0.60760761,0.96666667,5
0.60860861,0.96666667,5
0.60960961,0.96666667,5
0.61061061,0.96666667,5
0.61161161,0.96666667,5
0.61261261,0.96666667,5
0.61361361,0.96666667,5
0.61461461,0.96666667,5
0.61561562,0.99166667,5
0.61661662,0.99166667,5
0.61761762,0.99166667,5
0.61861862,0.99166667,5
0.61961962,0.99166667,5
0.62062062,0.99166667,5
0.62162162,0.99166667,5
0.62262262,0.99166667,5
0.62362362,0.99166667,5
0.62462462,0.99166667,5
0.62562563,0.99166667,5
0.62662663,0.99166667,5
0.62762763,0.99166667,5
0.62862863,0.99166667,5
0.62962963,0.99166667,5
0.63063063,0.99166667,5
0.63163163,0.99166667,5
0.63263263,0.99166667,5
0.63363363,0.99166667,5
0.63463463,0.99166667,5
0.63563564,0.99166667,5
0.63663664,0.99166667,5
0.63763764,0.99166667,5
0.63863864,0.99166667,5
0.63963964,0.99166667,5
0.64064064,0.99166667,5
0.64164164,0.99166667,5
0.64264264,0.99166667,5
0.64364364,0.99166667,5
0.64464464,0.99166667,5
0.64564565,0.99166667,5
0.64664665,0.99166667,5
0.64764765,0.99166667,5
0.64864865,0.99166667,5
0.64964965,0.99166667,5
0.65065065,0.99166667,5
0.65165165,0.99166667,5
0.65265265,0.99166667,5
0.65365365,0.99166667,5
0.65465465,0.99166667,5
0.65565566,0.99166667,5
0.65665666,0.99166667,5
0.65765766,0.99166667,5
0.65865866,0.99166667,5
0.65965966,0.99166667,5
0.66066066,0.99166667,5
0.66166166,0.99166667,5
0.66266266,0.99166667,5
0.66366366,0.99166667,5
0.66466466,0.99166667,5
0.66566567,0.99166667,5
0.66666667,0.99166667,5
0.66766767,0.99166667,5
0.66866867,0.99166667,5
0.66966967,0.99166667,5
0.67067067,0.99166667,5
0.67167167,0.99166667,5
0.67267267,0.99166667,5
0.67367367,0.99166667,5
0.67467467,0.99166667,5
0.67567568,0.99166667,5
0.67667668,0.99166667,5
0.67767768,0.99166667,5
0.67867868,0.99166667,5
0.67967968,0.99166667,5
0.68068068,0.99166667,5
0.68168168,0.99166667,5
0.68268268,0.99166667,5
0.68368368,0.99166667,5
0.68468468,0.99166667,5
0.68568569,0.99166667,5
0.68668669,0.99166667,5
0.68768769,0.99166667,5
0.68868869,0.99166667,5
0.68968969,0.99166667,5
0.69069069,0.99166667,5
0.69169169,0.99166667,5
0.69269269,0.99166667,5
0.69369369,0.99166667,5
0.69469469,0.99166667,5
0.69569570,0.99166667,5
0.69669670,0.99166667,5
0.69769770,0.99166667,5
0.69869870,0.99166667,5
0.69969970,0.99166667,5
0.70070070,0.99166667,5
0.70170170,0.99166667,5
0.70270270,0.99166667,5
0.70370370,0.99166667,5
0.70470470,0.99166667,5
0.70570571,0.99166667,5
0.70670671,0.99166667,5
0.70770771,0.99166667,5
0.70870871,0.99166667,5
0.70970971,0.99166667,5
0.71071071,0.99166667,5
0.71171171,0.99166667,5
0.71271271,0.99166667,5
0.71371371,0.99166667,5
0.71471471,0.99166667,5
0.71571572,0.99166667,5
0.71671672,0.99166667,5
0.71771772,0.99166667,5
0.71871872,0.99166667,5
0.71971972,0.99166667,5
0.72072072,0.99166667,5
0.72172172,0.99166667,5
0.72272272,0.99166667,5
0.72372372,0.99166667,5
0.72472472,0.99166667,5
0.72572573,0.99166667,5
0.72672673,0.99166667,5
0.72772773,0.99166667,5
0.72872873,0.99166667,5
0.72972973,0.99166667,5
0.73073073,0.99166667,5
0.73173173,0.99166667,5
0.73273273,0.99166667,5
0.73373373,0.99166667,5
0.73473473,0.99166667,5
0.73573574,0.99166667,5
0.73673674,0.99166667,5
0.73773774,0.99166667,5
0.73873874,0.99166667,5
0.73973974,0.99166667,5
0.74074074,0.99166667,5
0.74174174,0.99166667,5
0.74274274,0.99166667,5
0.74374374,0.99166667,5
0.74474474,0.99166667,5
0.74574575,0.99166667,5
0.74674675,0.99166667,5
0.74774775,0.99166667,5
0.74874875,0.99166667,5
0.74974975,0.99166667,5
0.75075075,0.99166667,5
0.75175175,0.99166667,5
0.75275275,0.99166667,5
0.75375375,0.99166667,5
0.75475475,0.99166667,5
0.75575576,0.99166667,5
0.75675676,0.99166667,5
0.75775776,0.99166667,5
0.75875876,0.99166667,5
0.75975976,0.99166667,5
0.76076076,0.99166667,5
0.76176176,0.99166667,5
0.76276276,0.99166667,5
0.76376376,0.99166667,5
0.76476476,0.99166667,5
0.76576577,0.99166667,5
0.76676677,0.99166667,5
0.76776777,0.99166667,5
0.76876877,0.99166667,5
0.76976977,1.00000000,5
0.77077077,1.00000000,5
0.77177177,1.00000000,5
0.77277277,1.00000000,5
0.77377377,1.00000000,5
0.77477477,1.00000000,5
0.77577578,1.00000000,5
0.77677678,1.00000000,5
0.77777778,1.00000000,5
0.77877878,1.00000000,5
0.77977978,1.00000000,5
0.78078078,1.00000000,5
0.78178178,1.00000000,5
0.78278278,1.00000000,5
0.78378378,1.00000000,5
0.78478478,1.00000000,5
0.78578579,1.00000000,5
0.78678679,1.00000000,5
0.78778779,1.00000000,5
0.78878879,1.00000000,5
0.78978979,1.00000000,5
0.79079079,1.00000000,5
0.79179179,1.00000000,5
0.79279279,1.00000000,5
0.79379379,1.00000000,5
0.79479479,1.00000000,5
0.79579580,1.00000000,5
0.79679680,1.00000000,5
0.79779780,1.00000000,5
0.79879880,1.00000000,5
0.79979980,1.00000000,5
0.80080080,1.00000000,5
0.80180180,1.00000000,5
0.80280280,1.00000000,5
0.80380380,1.00000000,5
0.80480480,1.00000000,5
0.80580581,1.00000000,5
0.80680681,1.00000000,5
0.80780781,1.00000000,5
0.80880881,1.00000000,5
0.80980981,1.00000000,5
0.81081081,1.00000000,5
0.81181181,1.00000000,5
0.81281281,1.00000000,5
0.81381381,1.00000000,5
0.81481481,1.00000000,5
0.81581582,1.00000000,5
0.81681682,1.00000000,5
0.81781782,1.00000000,5
0.81881882,1.00000000,5
0.81981982,1.00000000,5
0.82082082,1.00000000,5
0.82182182,1.00000000,5
0.82282282,1.00000000,5
0.82382382,1.00000000,5
0.82482482,1.00000000,5
0.82582583,1.00000000,5
0.82682683,1.00000000,5
0.82782783,1.00000000,5
0.82882883,1.00000000,5
0.82982983,1.00000000,5
0.83083083,1.00000000,5
0.83183183,1.00000000,5
0.83283283,1.00000000,5
0.83383383,1.00000000,5
0.83483483,1.00000000,5
0.83583584,1.00000000,5
0.83683684,1.00000000,5
0.83783784,1.00000000,5
0.83883884,1.00000000,5
0.83983984,1.00000000,5
0.84084084,1.00000000,5
0.84184184,1.00000000,5
0.84284284,1.00000000,5
0.84384384,1.00000000,5
0.84484484,1.00000000,5
0.84584585,1.00000000,5
0.84684685,1.00000000,5
0.84784785,1.00000000,5
0.84884885,1.00000000,5
0.84984985,1.00000000,5
0.85085085,1.00000000,5
0.85185185,1.00000000,5
0.85285285,1.00000000,5
0.85385385,1.00000000,5
0.85485485,1.00000000,5
0.85585586,1.00000000,5
0.85685686,1.00000000,5
0.85785786,1.00000000,5
0.85885886,1.00000000,5
0.85985986,1.00000000,5
0.86086086,1.00000000,5
0.86186186,1.00000000,5
0.86286286,1.00000000,5
0.86386386,1.00000000,5
0.86486486,1.00000000,5
0.86586587,1.00000000,5
0.86686687,1.00000000,5
0.86786787,1.00000000,5
0.86886887,1.00000000,5
0.86986987,1.00000000,5
0.87087087,1.00000000,5
0.87187187,1.00000000,5
0.87287287,1.00000000,5
0.87387387,1.00000000,5
0.87487487,1.00000000,5
0.87587588,1.00000000,5
0.87687688,1.00000000,5
0.87787788,1.00000000,5
0.87887888,1.00000000,5
0.87987988,1.00000000,5
0.88088088,1.00000000,5
0.88188188,1.00000000,5
0.88288288,1.00000000,5
0.88388388,1.00000000,5
0.88488488,1.00000000,5
0.88588589,1.00000000,5
0.88688689,1.00000000,5
0.88788789,1.00000000,5
0.88888889,1.00000000,5
0.88988989,1.00000000,5
0.89089089,1.00000000,5
0.89189189,1.00000000,5
0.89289289,1.00000000,5
0.89389389,1.00000000,5
0.89489489,1.00000000,5
0.89589590,1.00000000,5
0.89689690,1.00000000,5
0.89789790,1.00000000,5
0.89889890,1.00000000,5
0.89989990,1.00000000,5
0.90090090,1.00000000,5
0.90190190,1.00000000,5
0.90290290,1.00000000,5
0.90390390,1.00000000,5
0.90490490,1.00000000,5
0.90590591,1.00000000,5
0.90690691,1.00000000,5
0.90790791,1.00000000,5
0.90890891,1.00000000,5
0.90990991,1.00000000,5
0.91091091,1.00000000,5
0.91191191,1.00000000,5
0.91291291,1.00000000,5
0.91391391,1.00000000,5
0.91491491,1.00000000,5
0.91591592,1.00000000,5
0.91691692,1.00000000,5
0.91791792,1.00000000,5
0.91891892,1.00000000,5
0.91991992,1.00000000,5
0.92092092,1.00000000,5
0.92192192,1.00000000,5
0.92292292,1.00000000,5
0.92392392,1.00000000,5
0.92492492,1.00000000,5
0.92592593,1.00000000,5
0.92692693,1.00000000,5
0.92792793,1.00000000,5
0.92892893,1.00000000,5
0.92992993,1.00000000,5
0.93093093,1.00000000,5
0.93193193,1.00000000,5
0.93293293,1.00000000,5
0.93393393,1.00000000,5
0.93493493,1.00000000,5
0.93593594,1.00000000,5
0.93693694,1.00000000,5
0.93793794,1.00000000,5
0.93893894,1.00000000,5
0.93993994,1.00000000,5
0.94094094,1.00000000,5
0.94194194,1.00000000,5
0.94294294,1.00000000,5
0.94394394,1.00000000,5
0.94494494,1.00000000,5
0.94594595,1.00000000,5
0.94694695,1.00000000,5
0.94794795,1.00000000,5
0.94894895,1.00000000,5
0.94994995,1.00000000,5
0.95095095,1.00000000,5
0.95195195,1.00000000,5
0.95295295,1.00000000,5
0.95395395,1.00000000,5
0.95495495,1.00000000,5
0.95595596,1.00000000,5
0.95695696,1.00000000,5
0.95795796,1.00000000,5
0.95895896,1.00000000,5
0.95995996,1.00000000,5
0.96096096,1.00000000,5
0.96196196,1.00000000,5
0.96296296,1.00000000,5
0.96396396,1.00000000,5
0.96496496,1.00000000,5
0.96596597,1.00000000,5
0.96696697,1.00000000,5
0.96796797,1.00000000,5
0.96896897,1.00000000,5
0.96996997,1.00000000,5
0.97097097,1.00000000,5
0.97197197,1.00000000,5
0.97297297,1.00000000,5
0.97397397,1.00000000,5
0.97497497,1.00000000,5
0.97597598,1.00000000,5
0.97697698,1.00000000,5
0.97797798,1.00000000,5
0.97897898,1.00000000,5
0.97997998,1.00000000,5
0.98098098,1.00000000,5
0.98198198,1.00000000,5
0.98298298,1.00000000,5
0.98398398,1.00000000,5
0.98498498,1.00000000,5
0.98598599,1.00000000,5
0.98698699,1.00000000,5
0.98798799,1.00000000,5
0.98898899,1.00000000,5
0.98998999,1.00000000,5
0.99099099,1.00000000,5
0.99199199,1.00000000,5
0.99299299,1.00000000,5
0.99399399,1.00000000,5
0.99499499,1.00000000,5
0.99599600,1.00000000,5
0.99699700,1.00000000,5
0.99799800,1.00000000,5
0.99899900,1.00000000,5
1.00000000,1.00000000,5
0.00000000,0.00000000,1
0.00100100,0.34615385,1
0.00200200,0.34615385,1
0.00300300,0.34615385,1
0.00400400,0.34615385,1
0.00500501,0.34615385,1
0.00600601,0.34615385,1
0.00700701,0.34615385,1
0.00800801,0.34615385,1
0.00900901,0.34615385,1
0.01001001,0.34615385,1
0.01101101,0.34615385,1
0.01201201,0.34615385,1
0.01301301,0.34615385,1
0.01401401,0.34615385,1
0.01501502,0.34615385,1
0.01601602,0.34615385,1
0.01701702,0.34615385,1
0.01801802,0.34615385,1
0.01901902,0.34615385,1
0.02002002,0.34615385,1
0.02102102,0.34615385,1
0.02202202,0.34615385,1
0.02302302,0.34615385,1
0.02402402,0.34615385,1
0.02502503,0.34615385,1
0.02602603,0.34615385,1
0.02702703,0.34615385,1
0.02802803,0.34615385,1
0.02902903,0.34615385,1
0.03003003,0.34615385,1
0.03103103,0.34615385,1
0.03203203,0.34615385,1
0.03303303,0.34615385,1
0.03403403,0.34615385,1
0.03503504,0.34615385,1
0.03603604,0.34615385,1
0.03703704,0.34615385,1
0.03803804,0.34615385,1
0.03903904,0.34615385,1
0.04004004,0.34615385,1
0.04104104,0.34615385,1
